product_name,product_category_tree,retail_price,discounted_price,brand,discounted_percent
Shopmania Happy Birthday Gift For Starting Letter Q Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> Shopmania Coffee Mugs >> Shopmania Happy Birthday Gift For Starting Lette...""]",449.0,225.0,Shopmania,49.88864142538976
Shopmania Happy Birthday Gift For Starting Letter G Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> Shopmania Coffee Mugs >> Shopmania Happy Birthday Gift For Starting Lette...""]",449.0,225.0,Shopmania,49.88864142538976
CHHOTE JANAB COZY MATTRESS PROTECTOR(SET OF 2),"[""Baby Care >> Baby Bedding >> Baby Mattresses >> CHHOTE JANAB Baby Mattresses >> CHHOTE JANAB COZY MATTRESS PROTECTOR(SET OF 2) (...""]",399.0,320.0,CHHOTE JANAB,19.799498746867165
Shopmania Happy Birthday Gift For Starting Letter B Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> Shopmania Coffee Mugs >> Shopmania Happy Birthday Gift For Starting Lette...""]",449.0,225.0,Shopmania,49.88864142538976
ANAND ARCHIES Girls Flats,"[""ANAND ARCHIES Girls Flats""]",499.0,499.0,ANAND ARCHIES,0.0
ANAND ARCHIES Girls Wedges,"[""ANAND ARCHIES Girls Wedges""]",899.0,899.0,ANAND ARCHIES,0.0
Bharatcraft Lord Ganesha with Diya on Leaf Showpiece  -  10.16 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Showpiece >> Religious Idols >> Bharatcraft Religious Idols >> Bharatcraft Lord Ganesha with Diya on Leaf Showp...""]",1199.0,599.0,Bharatcraft,50.0417014178482
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2499.0,799.0,Candy House,68.02721088435374
Victoria's Secret NEW! Noir Tease Gift Set,"[""Beauty and Personal Care >> Combos and Kits >> Victoria's Secret Combos and Kits >> Victoria's Secret NEW! Noir Tease Gift Set (Set of)""]",7850.0,4999.0,Victoria's Secret,36.318471337579616
addee Leather black 16 L Backpack,"[""Toys & School Supplies >> School Supplies >> School Bags >> Backpack >> addee Backpack >> addee Leather black 16 L Backpack (Black)""]",2999.0,1499.0,addee,50.01667222407469
"VIVIANA Nail Paint, Lipstick","[""Beauty and Personal Care >> Combos and Kits >> VIVIANA Combos and Kits >> VIVIANA Nail Paint, Lipstick (Set of 5)""]",697.0,499.0,VIVIANA,28.407460545193686
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Prime Printed 4 Seater Table Cover,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Covers >> Prime Printed 4 Seater Table Cover (Multicolor, ...""]",1000.0,499.0,Prime,50.1
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Jutecentral CA16YBSMR0601 Yoga Mat Bag,"[""Sports & Fitness >> Fitness Accessories >> Fitness Bags >> Jutecentral Fitness Bags >> Jutecentral CA16YBSMR0601 Yoga Mat Bag (Maroon, ...""]",900.0,560.0,Jutecentral,37.77777777777778
Prime Printed 8 Seater Table Cover,"[""Prime Printed 8 Seater Table Cover (Multicolor, ...""]",2000.0,799.0,Prime,60.050000000000004
SKI LOCK SEAL GIFT SET 550 YELLOW02 2 Containers Lunch Box,"[""Kitchen & Dining >> Containers & Bottles >> Lunch Boxes >> SKI Lunch Boxes >> SKI LOCK SEAL GIFT SET 550 YELLOW02 2 Containers...""]",299.0,249.0,SKI,16.722408026755854
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Imported Disposable Waxing Strips With Spatula Knife,"[""Beauty and Personal Care >> Combos and Kits >> Imported Combos and Kits >> Imported Disposable Waxing Strips With Spatula K...""]",599.0,499.0,Imported,16.69449081803005
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Prime Printed 4 Seater Table Cover,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Covers >> Prime Printed 4 Seater Table Cover (Multicolor, ...""]",1000.0,499.0,Prime,50.1
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2499.0,799.0,Candy House,68.02721088435374
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2499.0,799.0,Candy House,68.02721088435374
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Weldecor Picture Light Wall Lamp,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Wall Lamps >> Weldecor Wall Lamps >> Weldecor Picture Light Wall Lamp (2)""]",7999.0,2399.0,Weldecor,70.00875109388673
"Foot Furnish Girls, Women Wedges","[""Footwear >> Women's Footwear >> Sports Sandals >> Foot Furnish Girls, Women Wedges""]",1355.0,650.0,Foot Furnish,52.02952029520295
Prime Printed 6 Seater Table Cover,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Covers >> Prime Printed 6 Seater Table Cover (Multicolor, ...""]",1800.0,849.0,Prime,52.83333333333333
VITAMINS Casual Sleeveless Embellished Baby Girl's Top,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> T-Shirts & Tops >> Tops >> VITAMINS Tops >> VITAMINS Casual Sleeveless Embellished Baby Girl...""]",729.0,729.0,VITAMINS,0.0
HSFS Printed Gorgette Women's Kaftan,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Kaftans >> HSFS Kaftans >> HSFS Printed Gorgette Women's Kaftan""]",1200.0,499.0,HSFS,58.416666666666664
SKI WINNER GIFT SET PINK02 2 Containers Lunch Box,"[""Kitchen & Dining >> Containers & Bottles >> Lunch Boxes >> SKI Lunch Boxes >> SKI WINNER GIFT SET PINK02 2 Containers Lunch Bo...""]",249.0,199.0,SKI,20.080321285140563
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
BURDY 4102 16 L Backpack,"[""Toys & School Supplies >> School Supplies >> School Bags >> Backpack >> BURDY Backpack >> BURDY 4102 16 L Backpack (RED)""]",899.0,499.0,BURDY,44.493882091212456
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
PUSHCART REK-164-W W-B-MSG Massager,"[""Health & Personal Care Appliances >> Health Care >> Health Care Devices >> Massagers >> PUSHCART REK-164-W W-B-MSG Massager (WHITE)""]",1299.0,799.0,PUSHCART,38.49114703618168
Simitoes Women Clogs,"[""Footwear >> Women's Footwear >> Sports Sandals >> Simitoes Women Clogs""]",999.0,445.0,Simitoes,55.45545545545546
Asian Women Sports Sandals,"[""Footwear >> Women's Footwear >> Sports Sandals >> Asian Women Sports Sandals""]",499.0,499.0,Asian,0.0
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2499.0,799.0,Candy House,68.02721088435374
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
SKI WINNER GIFT SET SKYBLUE02 2 Containers Lunch Box,"[""Kitchen & Dining >> Containers & Bottles >> Lunch Boxes >> SKI Lunch Boxes >> SKI WINNER GIFT SET SKYBLUE02 2 Containers Lunch...""]",249.0,199.0,SKI,20.080321285140563
VITAMINS Casual Sleeveless Embellished Baby Girl's Top,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> T-Shirts & Tops >> Tops >> VITAMINS Tops >> VITAMINS Casual Sleeveless Embellished Baby Girl...""]",729.0,729.0,VITAMINS,0.0
Avon Fairness Exfoliation Face Wash and Anti-marks Cream,"[""Beauty and Personal Care >> Combos and Kits >> Avon Combos and Kits >> Avon Fairness Exfoliation Face Wash and Anti-mar...""]",314.0,299.0,Avon,4.777070063694268
GAYATRI CREATIONS ORANGE KIDS SET 2 Containers Lunch Box,"[""Kitchen & Dining >> Containers & Bottles >> Lunch Boxes >> GAYATRI CREATIONS Lunch Boxes >> GAYATRI CREATIONS ORANGE KIDS SET 2 Containers L...""]",695.0,399.0,GAYATRI CREATIONS,42.589928057553955
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Caffeine Handmade Tribal Print Influenced Katori Bowl (Set of 2) Stoneware Bowl Set,"[""Kitchen & Dining >> Consumables & Disposables >> Bowls >> Caffeine Bowls >> Caffeine Handmade Tribal Print Influenced Katori...""]",2999.0,699.0,Caffeine,76.69223074358119
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
"VIVIANA Nail Paint, Lipstick","[""Beauty and Personal Care >> Combos and Kits >> VIVIANA Combos and Kits >> VIVIANA Nail Paint, Lipstick (Set of 5)""]",697.0,499.0,VIVIANA,28.407460545193686
SKI LOCK SEAL GIFT SET 550 PURPLE02 2 Containers Lunch Box,"[""Kitchen & Dining >> Containers & Bottles >> Lunch Boxes >> SKI Lunch Boxes >> SKI LOCK SEAL GIFT SET 550 PURPLE02 2 Containers...""]",299.0,239.0,SKI,20.066889632107024
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2499.0,799.0,Candy House,68.02721088435374
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
VITAMINS Casual Sleeveless Embellished Baby Girl's Top,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> T-Shirts & Tops >> Tops >> VITAMINS Tops >> VITAMINS Casual Sleeveless Embellished Baby Girl...""]",729.0,729.0,VITAMINS,0.0
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2499.0,799.0,Candy House,68.02721088435374
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
VAGON Girls Sandals,"[""Footwear >> Women's Footwear >> Sports Sandals >> VAGON Girls Sandals""]",999.0,499.0,VAGON,50.050050050050054
Prime Printed 8 Seater Table Cover,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Covers >> Prime Printed 8 Seater Table Cover (Multicolor, ...""]",2000.0,899.0,Prime,55.05
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Dutch Benson Women Sandals,"[""Footwear >> Women's Footwear >> Sports Sandals >> Dutch Benson Women Sandals""]",699.0,399.0,Dutch Benson,42.91845493562232
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Candy House Solid Men's Polo Neck T-Shirt,"[""Clothing >> Men's Clothing >> T-Shirts >> Candy House T-Shirts >> Candy House Solid Men's Polo Neck T-Shirt (Pack ...""]",2999.0,999.0,Candy House,66.68889629876625
Prime Printed 4 Seater Table Cover,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Covers >> Prime Printed 4 Seater Table Cover (Multicolor, ...""]",1000.0,499.0,Prime,50.1
Pandora Kids School Bag - Twity Face Bag (MultiColor) 12 L Backpack,"[""Toys & School Supplies >> School Supplies >> School Bags >> Backpack >> Pandora Backpack >> Pandora Kids School Bag - Twity Face Bag (MultiC...""]",799.0,249.0,Pandora,68.8360450563204
Prime Printed 6 Seater Table Cover,"[""Home Furnishing >> Kitchen & Dining Linen >> Table Covers >> Prime Printed 6 Seater Table Cover (Multicolor, ...""]",1800.0,849.0,Prime,52.83333333333333
Garnet Traveller 1500 ml Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Water bottle >> Garnet Water bottle >> Garnet Traveller 1500 ml Bottle (Pack of 6, Mult...""]",600.0,419.0,Garnet,30.166666666666668
Blue Birds USA Homeware Aluminium water bottle 750 ml Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Water bottle >> Blue Birds USA Homeware Water bottle >> Blue Birds USA Homeware Aluminium water bottle 7...""]",1500.0,749.0,Blue Birds USA Homeware,50.06666666666667
W.A.Y Embellished Women's Jumpsuit,"[""Clothing >> Women's Clothing >> Fusion Wear >> Dresses & Skirts >> Jumpsuit >> W.A.Y Jumpsuit >> W.A.Y Embellished Women's Jumpsuit""]",4599.0,2300.0,W.A.Y,49.98912807131985
Lakos Women's Multicolor Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Lakos Leggings & Jeggings >> Lakos Women's Multicolor Leggings (Pack of 4)""]",1540.0,1340.0,Lakos,12.987012987012985
Blue Birds Usa Homeware Stainless Steel 1000 ml Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Water bottle >> Blue Birds Usa Homeware Water bottle >> Blue Birds Usa Homeware Stainless Steel 1000 ml ...""]",1500.0,749.0,Blue Birds Usa Homeware,50.06666666666667
Dr. Thapar's Beard Wash With Aloevera,"[""Beauty and Personal Care >> Hair Care >> Shampoos >> Dr. Thapar's Shampoos >> Dr. Thapar's Beard Wash With Aloevera (100 ml)""]",199.0,120.0,Dr. Thapar's,39.698492462311556
X-WELL Shoulder Bag,"[""Bags, Wallets & Belts >> Bags >> Hand Bags >> X-WELL Hand Bags >> X-WELL Shoulder Bag (Blue)""]",899.0,299.0,X-WELL,66.74082313681868
GAJ IMPEX Acrylic Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> GAJ IMPEX Acrylic Bangle Set (Pack of 2)""]",653.0,435.0,GAJ IMPEX,33.3843797856049
Speedwav 240450 Sun Shade For Maruti WagonR,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240450 Sun Shade For Maruti WagonR (Das...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240403 Sun Shade For Fiat Punto,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240403 Sun Shade For Fiat Punto (Dashbo...""]",1400.0,358.0,Speedwav,74.42857142857143
FS Mini Klub Printed Baby Girl's Basic Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> FS Mini Klub Shorts >> FS Mini Klub Printed Baby Girl's Basic Shorts""]",649.0,649.0,FS Mini Klub,0.0
Speedwav 240371 Sun Shade For Hyundai Creta,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240371 Sun Shade For Hyundai Creta (Das...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240428 Sun Shade For Maruti Swift,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240428 Sun Shade For Maruti Swift (Dash...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedo Men's Swimsuit,"[""Clothing >> Men's Clothing >> Sports Wear >> Swimsuit & Swimwear >> Speedo Swimsuit & Swimwear >> Speedo Men's Swimsuit""]",699.0,699.0,Speedo,0.0
SHEFFIELD CLASSIC SH-83-VC1 Hand-held Vacuum Cleaner,"[""Home & Kitchen >> Home Appliances >> Vacuum Cleaners >> SHEFFIELD CLASSIC Vacuum Cleaners >> SHEFFIELD CLASSIC SH-83-VC1 Hand-held Vacuum Cle...""]",4195.0,1800.0,SHEFFIELD CLASSIC,57.091775923718714
Speedwav 240318 Sun Shade For Tata Grand Dicor,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240318 Sun Shade For Tata Grand Dicor (...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240325 Sun Shade For Chevrolet Captiva,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240325 Sun Shade For Chevrolet Captiva ...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240306 Sun Shade For Honda Accord,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240306 Sun Shade For Honda Accord (Dash...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240459 Sun Shade For Maruti Omni,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240459 Sun Shade For Maruti Omni (Dashb...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240421 Sun Shade For Ford Figo,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240421 Sun Shade For Ford Figo (Dashboard)""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240408 Sun Shade For Volkswagen Polo,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240408 Sun Shade For Volkswagen Polo (D...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240322 Sun Shade For Mahindra XUV 500,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240322 Sun Shade For Mahindra XUV 500 (...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240342 Sun Shade For Mahindra Scorpio,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240342 Sun Shade For Mahindra Scorpio (...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240319 Sun Shade For Toyota Corolla Altis,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240319 Sun Shade For Toyota Corolla Alt...""]",1400.0,358.0,Speedwav,74.42857142857143
FS Mini Klub Printed Baby Girl's Basic Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> FS Mini Klub Shorts >> FS Mini Klub Printed Baby Girl's Basic Shorts""]",549.0,549.0,FS Mini Klub,0.0
Speedwav 240411 Sun Shade For Honda Jazz,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240411 Sun Shade For Honda Jazz (Dashbo...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240440 Sun Shade For Chevrolet Spark,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240440 Sun Shade For Chevrolet Spark (D...""]",1400.0,358.0,Speedwav,74.42857142857143
DEBOCK DEBOCK Earphone For Samsung galaxy s advance i9070 Stereo Dynamic Headphone Wired Headphones,"[""Mobiles & Accessories >> Mobile Accessories >> Headphones >> DEBOCK Headphones >> DEBOCK DEBOCK Earphone For Samsung galaxy s adva...""]",899.0,320.0,DEBOCK,64.40489432703004
Speedwav 240363 Sun Shade For Renault Duster,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240363 Sun Shade For Renault Duster (Da...""]",1400.0,358.0,Speedwav,74.42857142857143
FS Mini Klub Printed Baby Girl's Basic Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> FS Mini Klub Shorts >> FS Mini Klub Printed Baby Girl's Basic Shorts""]",499.0,499.0,FS Mini Klub,0.0
Speedwav 240420 Sun Shade For Ford Figo,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240420 Sun Shade For Ford Figo (Dashboard)""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240437 Sun Shade For Hyundai i10,"[""Speedwav 240437 Sun Shade For Hyundai i10 (Dashb...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240350 Sun Shade For Tata Indigo CS,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240350 Sun Shade For Tata Indigo CS (Da...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240362 Sun Shade For Renault Duster,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240362 Sun Shade For Renault Duster (Da...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240461 Sun Shade For Maruti 800,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240461 Sun Shade For Maruti 800 (Dashbo...""]",1400.0,358.0,Speedwav,74.42857142857143
Vitamins Solid Baby Girl's Basic Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> Vitamins Shorts >> Vitamins Solid Baby Girl's Basic Shorts""]",529.0,529.0,Vitamins,0.0
DEBOCK DEBOCK Earphone For HTC Desire 320 Stereo Dynamic Headphone Wired Headphones,"[""Mobiles & Accessories >> Mobile Accessories >> Headphones >> DEBOCK Headphones >> DEBOCK DEBOCK Earphone For HTC Desire 320 Stereo...""]",899.0,320.0,DEBOCK,64.40489432703004
Speedwav 240460 Sun Shade For Maruti 800,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240460 Sun Shade For Maruti 800 (Dashbo...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240404 Sun Shade For Fiat Punto,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240404 Sun Shade For Fiat Punto (Dashbo...""]",1400.0,358.0,Speedwav,74.42857142857143
Speedwav 240327 Sun Shade For Fiat Linea,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240327 Sun Shade For Fiat Linea (Dashbo...""]",1400.0,358.0,Speedwav,74.42857142857143
Vitamins Graphic Print Baby Girl's Basic Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> Vitamins Shorts >> Vitamins Graphic Print Baby Girl's Basic Shorts""]",529.0,529.0,Vitamins,0.0
Vitamins Embroidered Baby Girl's Denim Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> Vitamins Shorts >> Vitamins Embroidered Baby Girl's Denim Shorts""]",949.0,949.0,Vitamins,0.0
Vitamins Solid Baby Girl's Basic Shorts,"[""Vitamins Solid Baby Girl's Basic Shorts""]",529.0,529.0,Vitamins,0.0
Speedo Logo Panel Aquashort Graphic Print Men's,"[""Sports & Fitness >> Other Sports >> Swimming >> Swimsuits >> Speedo Swimsuits >> Speedo Logo Panel Aquashort Graphic Print Men's""]",1399.0,1399.0,Speedo,0.0
FS Mini Klub Printed Baby Girl's Basic Shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> FS Mini Klub Shorts >> FS Mini Klub Printed Baby Girl's Basic Shorts""]",549.0,549.0,FS Mini Klub,0.0
Speedwav 240439 Sun Shade For Chevrolet Beat,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240439 Sun Shade For Chevrolet Beat (Da...""]",1400.0,358.0,Speedwav,74.42857142857143
KE GIFT BOX STOR JEWELLARY Vanity Jewellery,"[""Beauty and Personal Care >> Makeup >> Vanity Boxes >> KE Vanity Boxes >> KE GIFT BOX STOR JEWELLARY Vanity Jewellery (BLUE)""]",400.0,360.0,KE,10.0
